#T4dPh/L/aw1X1veGAG4AXgCJAIkAgQCBAHAAcABxAHQAhwB7AGAAiwCMAIwAKwArAIEAgQB9AH0AeAB4AH4AfgB4AHgAgwCDAIQAnwBzAHMAlQCVAKAAeQCWAH0AsgCyAF8AswB0AHkAhwCHAJIAkgBuAHkAgwCLAKUAdwBMAHoA2ADHAIUAeAB7AHsAewCJAIIAggB9AH0AhwCHAIEAgQCMAIwAhwCHAMcAxwCaAMkArgCBAIQAhQCJAIkATACxAMEAdACNAH8AfACyAIIAggB2AHYAggCsAKQApACJAIkAfAB8AIYAhgCHAIcAfgB+AGIAYgCIAIgAuwC7AHoAegB+AH4AmwB7AH8AXgCFAIUApwB1AF4AXgCFAHkAfAB8AKQApAB6AHoAgAB7AI4AdQCDAIMAfQB9AMMAyACCAIoAkwB/AIMAgwB6AHoAdAB0AmoCagB5AHkAfwB/AH8AfwL/Av8B/wL/AP8A/wB/AH8BAAAAAAAAfwBfAgcF/wT/ABQAFAAFAAUD/wiWAW0BjgZPBgUGAQb8BgAG5QAAAAAAAAAAAAAAAAAAAAAAAAAAAP8A/wB/AH8AfwB/AAAAAA==

dna_arelon_lib_pope_1 = {
   portrait_info = {

	type=male

	genes={ 	
 		gene_eye_upper_lid_size={ "eye_upper_lid_size" 94 "eye_upper_lid_size" 94 }
 		gene_forehead_angle={ "forehead_angle" 141 "forehead_angle" 173 }
 		gene_forehead_brow_curve={ "forehead_brow_curve" 140 "forehead_brow_curve" 103 }
 		gene_forehead_brow_forward={ "forehead_brow_forward" 128 "forehead_brow_forward" 128 }
 		gene_forehead_brow_height={ "forehead_brow_height" 95 "forehead_brow_height" 117 }
 		gene_forehead_brow_inner_height={ "forehead_brow_inner_height" 123 "forehead_brow_inner_height" 123 }
 		gene_forehead_brow_outer_height={ "forehead_brow_outer_height" 118 "forehead_brow_outer_height" 118 }
 		gene_forehead_brow_width={ "forehead_brow_width" 115 "forehead_brow_width" 115 }
 		gene_forehead_height={ "forehead_height" 140 "forehead_height" 200 }
 		gene_forehead_roundness={ "forehead_roundness" 131 "forehead_roundness" 140 }
 		gene_forehead_width={ "forehead_width" 119 "forehead_width" 119 }
 		gene_head_height={ "head_height" 152 "head_height" 152 }
 		gene_head_profile={ "head_profile" 119 "head_profile" 119 }
 		gene_head_top_height={ "head_top_height" 138 "head_top_height" 138 }
 		gene_head_top_width={ "head_top_width" 167 "head_top_width" 167 }
 		gene_head_width={ "head_width" 177 "head_width" 177 }
 		gene_jaw_angle={ "jaw_angle" 118 "jaw_angle" 118 }
 		gene_jaw_def={ "jaw_def" 145 "jaw_def" 121 }
 		gene_jaw_forward={ "jaw_forward" 125 "jaw_forward" 125 }
 		gene_jaw_height={ "jaw_height" 125 "jaw_height" 125 }
 		gene_jaw_width={ "jaw_width" 122 "jaw_width" 122 }
 		gene_mouth_corner_height={ "mouth_corner_height" 117 "mouth_corner_height" 117 }
 		gene_mouth_forward={ "mouth_forward" 129 "mouth_forward" 129 }
 		gene_mouth_height={ "mouth_height" 140 "mouth_height" 140 }
 		gene_mouth_lower_lip_def={ "mouth_lower_lip_def" 117 "mouth_lower_lip_def" 117 }
 		gene_mouth_lower_lip_full={ "mouth_lower_lip_full" 121 "mouth_lower_lip_full" 121 }
 		gene_mouth_lower_lip_pads={ "mouth_lower_lip_pads" 183 "mouth_lower_lip_pads" 183 }
 		gene_mouth_lower_lip_size={ "mouth_lower_lip_size" 147 "mouth_lower_lip_size" 123 }
 		gene_mouth_lower_lip_width={ "mouth_lower_lip_width" 164 "mouth_lower_lip_width" 131 }
 		gene_mouth_open={ "mouth_open" 126 "mouth_open" 126 }
 		gene_mouth_philtrum_curve={ "mouth_philtrum_curve" 190 "mouth_philtrum_curve" 190 }
 		gene_mouth_philtrum_def={ "mouth_philtrum_def" 120 "mouth_philtrum_def" 120 }
 		gene_mouth_philtrum_width={ "mouth_philtrum_width" 121 "mouth_philtrum_width" 121 }
 		gene_mouth_upper_lip_curve={ "mouth_upper_lip_curve" 115 "mouth_upper_lip_curve" 115 }
 		gene_mouth_upper_lip_def={ "mouth_upper_lip_def" 127 "mouth_upper_lip_def" 127 }
 		gene_mouth_upper_lip_full={ "mouth_upper_lip_full" 119 "mouth_upper_lip_full" 119 }
 		gene_mouth_upper_lip_width={ "mouth_upper_lip_width" 124 "mouth_upper_lip_width" 124 }
 		gene_mouth_upper_lip_size={ "mouth_upper_lip_size" 135 "mouth_upper_lip_size" 135 }
 		gene_mouth_width={ "mouth_width" 151 "mouth_width" 125 }
 		gene_nose_curve={ "nose_curve" 126 "nose_curve" 168 }
 		gene_nose_forward={ "nose_forward" 104 "nose_forward" 104 }
 		gene_nose_hawk={ "nose_hawk" 131 "nose_hawk" 131 }
 		gene_nose_height={ "nose_height" 99 "nose_height" 127 }
 		gene_nose_length={ "nose_length" 181 "nose_length" 126 }
 		gene_nose_nostril_angle={ "nose_nostril_angle" 130 "nose_nostril_angle" 130 }
 		gene_nose_nostril_height={ "nose_nostril_height" 120 "nose_nostril_height" 120 }
 		gene_nose_nostril_width={ "nose_nostril_width" 129 "nose_nostril_width" 129 }
 		gene_nose_ridge_angle={ "nose_ridge_angle" 150 "nose_ridge_angle" 119 }
 		gene_nose_ridge_def={ "nose_ridge_def" 141 "nose_ridge_def" 119 }
 		gene_nose_ridge_def_min={ "nose_ridge_def_min" 127 "nose_ridge_def_min" 123 }
 		gene_nose_ridge_width={ "nose_ridge_width" 141 "nose_ridge_width" 120 }
 		gene_nose_size={ "nose_size" 172 "nose_size" 124 }
 		gene_nose_tip_angle={ "nose_tip_angle" 122 "nose_tip_angle" 119 }
 		gene_nose_tip_forward={ "nose_tip_forward" 119 "nose_tip_forward" 90 }
 		gene_nose_tip_width={ "nose_tip_width" 56 "nose_tip_width" 128 }
 		gene_neck_length={ "neck_length" 156 "neck_length" 144 }
 		gene_neck_width={ "neck_width" 114 "neck_width" 114 }
 		gene_bs_body_type={ "body_fat_head_fat_low" 109 "body_fat_head_fat_low" 123 }
 		gene_height={ "normal_height" 179 "normal_height" 155 }
 		gene_age={ "old_1" 127 "old_1" 127 }
 		gene_old_ears={ "old_ears_01" 127 "old_ears_01" 127 }
 		gene_old_eyes={ "old_eyes_elf" 0 "old_eyes_01" 255 }
 		gene_old_forehead={ "old_forehead_03" 255 "old_forehead_03" 255 }
 		gene_old_mouth={ "old_mouth_01" 0 "old_mouth_03" 255 }
 		gene_old_nose={ "old_nose_02" 0 "old_nose_01" 127 }
 		gene_complexion={ "complexion_02" 0 "complexion_03" 0 }
 		gene_stubble={ "stubble_medium" 209 "stubble_low" 127 }
 		gene_crowfeet={ "crowfeet_03" 177 "crowfeet_01" 25 }
 		gene_face_dacals={ "no_decal" 255 "face_dacal_05" 255 }
 		gene_frown={ "frown_02" 14 "frown_02" 14 }
 		gene_surprise={ "surprise_03" 0 "surprise_03" 0 }
 		gene_eyebrows_shape={ "avg_spacing_avg_thickness" 255 "far_spacing_avg_thickness" 200 }
 		gene_eyebrows_fullness={ "layer_2_avg_thickness" 255 "layer_2_lower_thickness" 159 }
 		hairstyles={ "friedrich_engels_hairstyle" 249 "european_hairstyles" 132 }
 		beards={ "european_beards" 114 "european_beards" 210 }
 		mustaches={ "european_mustaches" 100 "european_mustaches" 161 }
 		props={ "no_prop" 0 "no_prop" 0 }
 		eye_accessory={ "normal_eyes" 0 "normal_eyes" 0 }
 		eye_lashes_accessory={ "normal_eyelashes" 0 "normal_eyelashes" 0 }
 		teeth_accessory={ "normal_teeth" 0 "normal_teeth" 0 }
 		gene_no_portrait={ "no_portrait" 0 "no_portrait" 0 }
 		base_skins={ "gene_no_flat_skin" 255 "gene_no_flat_skin" 255 }
 		race_gene_mer_ears_01={ "default_1" 127 "default_1" 127 }
 		race_gene_mer_ears_02={ "default_1" 127 "default_1" 127 }
 		gene_tusks_and_teeth={ "no_tusks" 0 "no_tusks" 0 }
 		outfits={ "pope_outfits" 0 "all_outfits" 0 }
 		top_layer={ "religios_cape_power_bloc" 0 "all_top_layers" 0 }

		}
	}
	enabled=yes
}


#Wupa6uj/WwS70yGaAGAAcwCAAIAAdAB0AI4AdQCIAIgAdAB0AHQAdACKAIoAdQB1AIwAjAB/AH8AjACMAIwAjACKAIoAqwCrAIgAgACGAIYAgQCBAIYAhgCTAIYATQBPAHkAjQB1AHUAggCCADMAMwBiAHoAgQCBAIkAiQCCAIIAawA5AHsAfwCKAIoAfwCHAHcAdwB5AHkAeQB5AIUAhQCLAIsAdAB0AIgAiAA9AD0AFQAdAIwAhACGAIYAQQBBAMEAcwB2AHYAdQB+AIcAhwB3AHcAdQB1AIoAigCMAIwAXgB0ADcANwB/AH8AiwCLAIcAhwCAAIAAkACAAHQAdACNAHwAWQBIAHoAegB5AHkAhQCFAF8AXwB8AHwAhgCGAHcAdwB+AH4AgACAAHsAewB7AHsAfQB9AIMAgwCKAIoAeQB5ALQAtACEAIQAjACMAWgBegCBAIEAfwB/AH8AfwD/Av8B/wH/Av8C/wB/AH8BAAAAAGQAfwAWABYF/wP/AZMBkwAQABAEiASIA6gDqAZkBt4GAAFuAfsG8iAAAAAAAAAAAAAAAAAAAAAAAAAAAP8A/wB/AH8AfwB/AAAAAA==

dna_arelon_lib_pope_3 = {
   portrait_info = {

	type=male

	genes={ 	
		hair_color={ 90 234 90 234 }
 		skin_color={ 232 255 91 4 }
 		eye_color={ 187 211 33 154 }
 		gene_cheek_fat={ "cheek_fat" 96 "cheek_fat" 115 }
 		gene_cheek_forward={ "cheek_forward" 128 "cheek_forward" 128 }
 		gene_cheek_height={ "cheek_height" 116 "cheek_height" 116 }
 		gene_cheek_prom={ "cheek_prom" 142 "cheek_prom" 117 }
 		gene_cheek_width={ "cheek_width" 136 "cheek_width" 136 }
 		gene_chin_forward={ "chin_forward" 116 "chin_forward" 116 }
 		gene_chin_height={ "chin_height" 116 "chin_height" 116 }
 		gene_chin_width={ "chin_width" 138 "chin_width" 138 }
 		gene_ear_angle={ "ear_angle" 117 "ear_angle" 117 }
 		gene_ear_inner_shape={ "ear_inner_shape" 140 "ear_inner_shape" 140 }
 		gene_ear_lower_bend={ "ear_lower_bend" 127 "ear_lower_bend" 127 }
 		gene_ear_out={ "ear_out" 140 "ear_out" 140 }
 		gene_ear_size={ "ear_size" 140 "ear_size" 140 }
 		gene_ear_upper_bend={ "ear_upper_bend" 138 "ear_upper_bend" 138 }
 		gene_eye_angle={ "eye_angle" 171 "eye_angle" 171 }
 		gene_eye_depth={ "eye_depth" 136 "eye_depth" 128 }
 		gene_eye_distance={ "eye_distance" 134 "eye_distance" 134 }
 		gene_eye_height={ "eye_height" 129 "eye_height" 129 }
 		gene_eye_shut={ "eye_shut" 134 "eye_shut" 134 }
 		gene_eye_corner_def={ "eye_corner_def" 147 "eye_corner_def" 134 }
 		gene_eye_corner_depth_min={ "eye_corner_depth_min" 77 "eye_corner_depth_min" 79 }
 		gene_eye_fold_droop={ "eye_fold_droop" 121 "eye_fold_droop" 141 }
 		gene_eye_fold_shape={ "eye_fold_shape" 117 "eye_fold_shape" 117 }
 		gene_eye_size={ "eye_size" 130 "eye_size" 130 }
 		gene_eye_upper_lid_size={ "eye_upper_lid_size" 51 "eye_upper_lid_size" 51 }
 		gene_forehead_angle={ "forehead_angle" 98 "forehead_angle" 122 }
 		gene_forehead_brow_curve={ "forehead_brow_curve" 129 "forehead_brow_curve" 129 }
 		gene_forehead_brow_forward={ "forehead_brow_forward" 137 "forehead_brow_forward" 137 }
 		gene_forehead_brow_height={ "forehead_brow_height" 130 "forehead_brow_height" 130 }
 		gene_forehead_brow_inner_height={ "forehead_brow_inner_height" 107 "forehead_brow_inner_height" 57 }
 		gene_forehead_brow_outer_height={ "forehead_brow_outer_height" 123 "forehead_brow_outer_height" 127 }
 		gene_forehead_brow_width={ "forehead_brow_width" 138 "forehead_brow_width" 138 }
 		gene_forehead_height={ "forehead_height" 127 "forehead_height" 135 }
 		gene_forehead_roundness={ "forehead_roundness" 119 "forehead_roundness" 119 }
 		gene_forehead_width={ "forehead_width" 121 "forehead_width" 121 }
 		gene_head_height={ "head_height" 121 "head_height" 121 }
 		gene_head_profile={ "head_profile" 133 "head_profile" 133 }
 		gene_head_top_height={ "head_top_height" 139 "head_top_height" 139 }
 		gene_head_top_width={ "head_top_width" 116 "head_top_width" 116 }
 		gene_head_width={ "head_width" 136 "head_width" 136 }
 		gene_jaw_angle={ "jaw_angle" 61 "jaw_angle" 61 }
 		gene_jaw_def={ "jaw_def" 21 "jaw_def" 29 }
 		gene_jaw_forward={ "jaw_forward" 140 "jaw_forward" 132 }
 		gene_jaw_height={ "jaw_height" 134 "jaw_height" 134 }
 		gene_jaw_width={ "jaw_width" 65 "jaw_width" 65 }
 		gene_mouth_corner_height={ "mouth_corner_height" 193 "mouth_corner_height" 115 }
 		gene_mouth_forward={ "mouth_forward" 118 "mouth_forward" 118 }
 		gene_mouth_height={ "mouth_height" 117 "mouth_height" 126 }
 		gene_mouth_lower_lip_def={ "mouth_lower_lip_def" 135 "mouth_lower_lip_def" 135 }
 		gene_mouth_lower_lip_full={ "mouth_lower_lip_full" 119 "mouth_lower_lip_full" 119 }
 		gene_mouth_lower_lip_pads={ "mouth_lower_lip_pads" 117 "mouth_lower_lip_pads" 117 }
 		gene_mouth_lower_lip_size={ "mouth_lower_lip_size" 138 "mouth_lower_lip_size" 138 }
 		gene_mouth_lower_lip_width={ "mouth_lower_lip_width" 140 "mouth_lower_lip_width" 140 }
 		gene_mouth_open={ "mouth_open" 94 "mouth_open" 116 }
 		gene_mouth_philtrum_curve={ "mouth_philtrum_curve" 55 "mouth_philtrum_curve" 55 }
 		gene_mouth_philtrum_def={ "mouth_philtrum_def" 127 "mouth_philtrum_def" 127 }
 		gene_mouth_philtrum_width={ "mouth_philtrum_width" 139 "mouth_philtrum_width" 139 }
 		gene_mouth_upper_lip_curve={ "mouth_upper_lip_curve" 135 "mouth_upper_lip_curve" 135 }
 		gene_mouth_upper_lip_def={ "mouth_upper_lip_def" 128 "mouth_upper_lip_def" 128 }
 		gene_mouth_upper_lip_full={ "mouth_upper_lip_full" 144 "mouth_upper_lip_full" 128 }
 		gene_mouth_upper_lip_width={ "mouth_upper_lip_width" 116 "mouth_upper_lip_width" 116 }
 		gene_mouth_upper_lip_size={ "mouth_upper_lip_size" 141 "mouth_upper_lip_size" 124 }
 		gene_mouth_width={ "mouth_width" 89 "mouth_width" 72 }
 		gene_nose_curve={ "nose_curve" 122 "nose_curve" 122 }
 		gene_nose_forward={ "nose_forward" 121 "nose_forward" 121 }
 		gene_nose_hawk={ "nose_hawk" 133 "nose_hawk" 133 }
 		gene_nose_height={ "nose_height" 95 "nose_height" 95 }
 		gene_nose_length={ "nose_length" 124 "nose_length" 124 }
